ref_date,user_source,msgid,title,int_page_read_user,int_page_read_count,ori_page_read_user,ori_page_read_count,share_user,share_count,add_to_fav_user,add_to_fav_count
2018/4/13,0,2247495326_1,锌市 | 从多角度分析昨日锌价暴跌原因及未来展望,1368,1517,0,0,111,142,12,14
2018/4/13,0,2247495326_2,铜市 | 今年将会是铜市爆发的一年？这5个国家正在大力发展铜矿项目！,209,221,0,0,10,12,5,5
2018/4/13,0,2247495326_3,企业 | 株冶集团：30万吨锌冶炼项目力争2018年底建成投产,235,247,0,0,15,18,1,1
2018/4/13,0,2247495326_4,简讯 | 2018.4.13有色金属及原材料市场新闻速递,57,58,0,0,0,0,0,0
2018/4/13,0,2247495326_5,价格 | 2018.4.13有色金属内外盘期现货价格及一周加工费汇总(铜/铅/锌/金/银等),217,231,0,0,6,6,0,0
2018/4/13,0,2247495204_1,环球丨全球第一铜业公司2017年报出炉，头把交椅尚稳，未来面临三大挑战,2,2,0,0,0,0,0,0
2018/4/13,0,2247495204_2,盘点 | 全球最大的八座铁矿，合计产量占到约全球的40%,1,1,0,0,0,0,0,0
2018/4/13,0,2247495204_3,黄金 | 海拔3500~4000米，甘、青、川“金三角”有望形成我国三大千吨级黄金基地！,7,13,0,0,2,2,0,0
2018/4/13,0,2247495217_1,环球 | 中美贸易战对有色金属影响分析,17,17,0,0,1,1,0,0
2018/4/13,0,2247495217_2,政策 | 量化分析降低增值税对有色行业影响,1,1,0,0,0,0,0,0
2018/4/13,0,2247495217_3,环保 | 湖南省自然保护区内采矿权10月底前全面清理退出,1,1,0,0,0,0,0,0
2018/4/13,0,2247495217_4,简讯 | 2018.4.8有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/13,0,2247495217_5,价格 | 2018.4.4-4.6有色金属外盘期现货价格汇总(铜/铅/锌/金/银等),1,1,0,0,0,0,0,0
2018/4/13,0,2247495239_1,环球 | 中国禁止进口洋垃圾 美国恐慌：放废金属一马,6,6,0,0,0,0,0,0
2018/4/13,0,2247495239_2,政策 | 矿企注意了！新版《资源税征收管理规程》发布，7月1日起施行,1,1,0,0,0,0,0,0
2018/4/13,0,2247495239_3,解读 | 关于《国家税务总局关于发布<资源税征收管理规程>的公告》的解读,1,1,0,0,0,0,0,0
2018/4/13,0,2247495239_4,锌市 | 三月的锌 “一跌不休” 四月的锌 “难言乐观”,3,5,0,0,0,0,0,0
2018/4/13,0,2247495239_5,简讯 | 2018.4.9有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/13,0,2247495239_6,价格 | 2018.4.9有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),2,2,0,0,0,0,0,0
2018/4/13,0,2247495260_1,环球 | 美制裁大棒来袭，俄铝暴跌50%！俄股汇双崩，加速全球经济动荡？,4,4,0,0,0,0,0,0
2018/4/13,0,2247495260_2,铜市 | 高库存将限制沪铜回升高度,4,4,0,0,0,0,0,0
2018/4/13,0,2247495260_3,庭审 | 湖南矿权诉讼，国土资源部再审败诉,10,11,0,0,1,1,0,0
2018/4/14,0,2247495287_2,铅市 | 淡季持续 铅价震荡偏弱,4,4,0,0,0,0,0,0
2018/4/14,0,2247495287_3,企业 | 中国有色集团刚果（金）卢阿拉巴40万吨铜精矿粗铜项目正式开工,17,17,0,0,1,1,0,0
2018/4/14,0,2247495287_4,简讯 | 2018.4.11有色金属及原材料市场新闻速递,2,2,0,0,0,0,0,0
2018/4/14,0,2247495287_5,价格 | 2018.4.11有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),4,4,0,0,0,0,0,0
2018/4/14,0,2247495313_1,环球 | 全球市场中的铜、铅、锌、镍矿走势,22,23,0,0,1,1,1,1
2018/4/14,0,2247495313_2,环球 | 特朗普：“非常感谢”习 主席的关税等表态 将共同取得更大进步,0,0,0,0,0,0,0,0
2018/4/14,0,2247495313_3,铜市 | 中美贸易战恐冲击国内废铜市场,136,141,0,0,3,3,0,0
2018/4/14,0,2247495313_4,简讯 | 2018.4.12有色金属及原材料市场新闻速递,3,3,0,0,0,0,0,0
2018/4/14,0,2247495313_5,价格 | 2018.4.12有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),10,13,0,0,0,0,0,0
2018/4/14,0,2247495326_1,锌市 | 从多角度分析昨日锌价暴跌原因及未来展望,263,278,0,0,8,10,2,2
2018/4/14,0,2247495326_2,铜市 | 今年将会是铜市爆发的一年？这5个国家正在大力发展铜矿项目！,50,51,0,0,1,1,0,0
2018/4/14,0,2247495326_3,企业 | 株冶集团：30万吨锌冶炼项目力争2018年底建成投产,57,59,0,0,2,2,0,0
2018/4/14,0,2247495326_4,简讯 | 2018.4.13有色金属及原材料市场新闻速递,11,13,0,0,0,0,0,0
2018/4/14,0,2247495326_5,价格 | 2018.4.13有色金属内外盘期现货价格及一周加工费汇总(铜/铅/锌/金/银等),67,71,0,0,0,0,0,0
2018/4/14,0,2247495332_1,回顾 | 刚果金调研随笔：15万美元2年赚2亿的“淘矿”神话还在吗？,289,324,0,0,16,19,6,6
2018/4/14,0,2247495332_2,环球 | 商务部：扩大开放举措与贸易摩擦无关,34,34,0,0,1,1,0,0
2018/4/14,0,2247495332_3,市场 | 一周有色金属内外盘价格走势及矿产加工费,111,119,0,0,1,1,0,0
2018/4/14,0,2247495217_1,环球 | 中美贸易战对有色金属影响分析,8,8,0,0,0,0,0,0
2018/4/14,0,2247495217_2,政策 | 量化分析降低增值税对有色行业影响,0,0,0,0,0,0,0,0
2018/4/14,0,2247495217_3,环保 | 湖南省自然保护区内采矿权10月底前全面清理退出,1,1,0,0,0,0,0,0
2018/4/14,0,2247495217_4,简讯 | 2018.4.8有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/14,0,2247495217_5,价格 | 2018.4.4-4.6有色金属外盘期现货价格汇总(铜/铅/锌/金/银等),0,0,0,0,0,0,0,0
2018/4/14,0,2247495239_1,环球 | 中国禁止进口洋垃圾 美国恐慌：放废金属一马,5,5,0,0,0,0,0,0
2018/4/14,0,2247495239_2,政策 | 矿企注意了！新版《资源税征收管理规程》发布，7月1日起施行,0,0,0,0,0,0,0,0
2018/4/14,0,2247495239_3,解读 | 关于《国家税务总局关于发布<资源税征收管理规程>的公告》的解读,0,0,0,0,0,0,0,0
2018/4/14,0,2247495239_4,锌市 | 三月的锌 “一跌不休” 四月的锌 “难言乐观”,1,1,0,0,0,0,0,0
2018/4/14,0,2247495239_5,简讯 | 2018.4.9有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/14,0,2247495239_6,价格 | 2018.4.9有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),1,1,0,0,0,0,0,0
2018/4/14,0,2247495260_1,环球 | 美制裁大棒来袭，俄铝暴跌50%！俄股汇双崩，加速全球经济动荡？,2,2,0,0,0,0,0,0
2018/4/14,0,2247495260_2,铜市 | 高库存将限制沪铜回升高度,1,1,0,0,0,0,0,0
2018/4/14,0,2247495260_3,庭审 | 湖南矿权诉讼，国土资源部再审败诉,5,5,0,0,0,0,0,0
2018/4/14,0,2247495260_4,简讯 | 2018.4.10有色金属及原材料市场新闻速递,1,1,0,0,0,0,0,0
2018/4/14,0,2247495260_5,价格 | 2018.4.10有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),1,2,0,0,0,0,0,0
2018/4/14,0,2247495287_1,环保 | 河南大气污染治理工作：铜铝铅锌厂家要在9月底前完成特排改造,4,4,0,0,0,0,0,0
2018/4/15,0,2247495336_3,鉴赏 | 各种被当成陨石的矿物，看看有多少,107,109,0,0,5,5,0,0
2018/4/15,0,2247495336_2,铝市 | 不可抗力大砍铝供应 铝市会否重演钴市风云,88,90,0,0,1,1,0,0
2018/4/15,0,2247495336_1,环球 | 我国又一矿产储量曾雄踞榜首，如今可开采年限已不足20年,843,873,0,0,19,21,7,9
2018/4/15,0,2247495332_3,市场 | 一周有色金属内外盘价格走势及矿产加工费,46,50,0,0,1,1,0,0
2018/4/15,0,2247495332_2,环球 | 商务部：扩大开放举措与贸易摩擦无关,7,7,0,0,0,0,0,0
2018/4/15,0,2247495332_1,回顾 | 刚果金调研随笔：15万美元2年赚2亿的“淘矿”神话还在吗？,48,53,0,0,0,0,1,1
2018/4/15,0,2247495326_5,价格 | 2018.4.13有色金属内外盘期现货价格及一周加工费汇总(铜/铅/锌/金/银等),38,43,0,0,0,0,0,0
2018/4/15,0,2247495326_4,简讯 | 2018.4.13有色金属及原材料市场新闻速递,7,7,0,0,0,0,0,0
2018/4/15,0,2247495326_3,企业 | 株冶集团：30万吨锌冶炼项目力争2018年底建成投产,25,25,0,0,0,0,0,0
2018/4/15,0,2247495326_2,铜市 | 今年将会是铜市爆发的一年？这5个国家正在大力发展铜矿项目！,12,12,0,0,0,0,0,0
2018/4/15,0,2247495326_1,锌市 | 从多角度分析昨日锌价暴跌原因及未来展望,81,85,0,0,2,3,1,1
2018/4/15,0,2247495313_5,价格 | 2018.4.12有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),2,2,0,0,0,0,0,0
2018/4/15,0,2247495313_4,简讯 | 2018.4.12有色金属及原材料市场新闻速递,2,2,0,0,0,0,0,0
2018/4/15,0,2247495313_3,铜市 | 中美贸易战恐冲击国内废铜市场,88,89,0,0,0,0,0,0
2018/4/15,0,2247495313_2,环球 | 特朗普：“非常感谢”习 主席的关税等表态 将共同取得更大进步,0,0,0,0,0,0,0,0
2018/4/15,0,2247495313_1,环球 | 全球市场中的铜、铅、锌、镍矿走势,22,24,0,0,3,3,0,0
2018/4/15,0,2247495287_5,价格 | 2018.4.11有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),1,1,0,0,0,0,0,0
2018/4/15,0,2247495287_4,简讯 | 2018.4.11有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/15,0,2247495287_3,企业 | 中国有色集团刚果（金）卢阿拉巴40万吨铜精矿粗铜项目正式开工,5,5,0,0,0,0,1,1
2018/4/15,0,2247495287_2,铅市 | 淡季持续 铅价震荡偏弱,5,6,0,0,0,0,0,0
2018/4/15,0,2247495287_1,环保 | 河南大气污染治理工作：铜铝铅锌厂家要在9月底前完成特排改造,2,2,0,0,0,0,0,0
2018/4/15,0,2247495260_5,价格 | 2018.4.10有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),0,0,0,0,0,0,0,0
2018/4/15,0,2247495260_4,简讯 | 2018.4.10有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/15,0,2247495260_3,庭审 | 湖南矿权诉讼，国土资源部再审败诉,4,4,0,0,0,0,0,0
2018/4/15,0,2247495260_2,铜市 | 高库存将限制沪铜回升高度,1,1,0,0,0,0,0,0
2018/4/15,0,2247495260_1,环球 | 美制裁大棒来袭，俄铝暴跌50%！俄股汇双崩，加速全球经济动荡？,1,1,0,0,0,0,0,0
2018/4/15,0,2247495239_6,价格 | 2018.4.9有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),1,1,0,0,0,0,0,0
2018/4/15,0,2247495239_5,简讯 | 2018.4.9有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/15,0,2247495239_4,锌市 | 三月的锌 “一跌不休” 四月的锌 “难言乐观”,2,2,0,0,0,0,0,0
2018/4/15,0,2247495239_3,解读 | 关于《国家税务总局关于发布<资源税征收管理规程>的公告》的解读,0,0,0,0,0,0,0,0
2018/4/15,0,2247495239_2,政策 | 矿企注意了！新版《资源税征收管理规程》发布，7月1日起施行,0,0,0,0,0,0,0,0
2018/4/15,0,2247495239_1,环球 | 中国禁止进口洋垃圾 美国恐慌：放废金属一马,2,2,0,0,1,1,0,0
2018/4/16,0,2247495350_5,价格 | 2018.4.16有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),221,232,0,0,2,2,0,0
2018/4/16,0,2247495350_4,简讯 | 2018.4.16有色金属及原材料市场新闻速递,63,63,0,0,1,1,0,0
2018/4/16,0,2247495350_3,环球 | 美国决定对韩国多家钢铁企业征收反倾销关税,51,52,0,0,1,1,0,0
2018/4/16,0,2247495350_2,环球 | 韦丹塔旗下KCM铜钴矿将扩产，国内需求拉动下印度也来非洲抢矿了,75,81,0,0,4,4,0,0
2018/4/16,0,2247495350_1,海关 | 海关彻查“洋垃圾”，高压督查或成常态,325,349,0,0,16,20,2,2
2018/4/16,0,2247495336_3,鉴赏 | 各种被当成陨石的矿物，看看有多少,29,31,0,0,0,0,0,0
2018/4/16,0,2247495336_2,铝市 | 不可抗力大砍铝供应 铝市会否重演钴市风云,21,21,0,0,0,0,0,0
2018/4/16,0,2247495336_1,环球 | 我国又一矿产储量曾雄踞榜首，如今可开采年限已不足20年,126,135,0,0,4,4,1,1
2018/4/16,0,2247495332_3,市场 | 一周有色金属内外盘价格走势及矿产加工费,18,18,0,0,0,0,0,0
2018/4/16,0,2247495332_2,环球 | 商务部：扩大开放举措与贸易摩擦无关,6,6,0,0,0,0,0,0
2018/4/16,0,2247495332_1,回顾 | 刚果金调研随笔：15万美元2年赚2亿的“淘矿”神话还在吗？,15,16,0,0,0,0,1,1
2018/4/16,0,2247495326_5,价格 | 2018.4.13有色金属内外盘期现货价格及一周加工费汇总(铜/铅/锌/金/银等),15,17,0,0,0,0,0,0
2018/4/16,0,2247495326_4,简讯 | 2018.4.13有色金属及原材料市场新闻速递,5,5,0,0,0,0,0,0
2018/4/16,0,2247495326_3,企业 | 株冶集团：30万吨锌冶炼项目力争2018年底建成投产,12,12,0,0,0,0,0,0
2018/4/16,0,2247495326_2,铜市 | 今年将会是铜市爆发的一年？这5个国家正在大力发展铜矿项目！,13,13,0,0,1,1,0,0
2018/4/16,0,2247495326_1,锌市 | 从多角度分析昨日锌价暴跌原因及未来展望,43,49,0,0,2,2,0,0
2018/4/16,0,2247495313_5,价格 | 2018.4.12有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),5,5,0,0,0,0,0,0
2018/4/16,0,2247495313_4,简讯 | 2018.4.12有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/16,0,2247495313_3,铜市 | 中美贸易战恐冲击国内废铜市场,2,2,0,0,0,0,0,0
2018/4/16,0,2247495313_2,环球 | 特朗普：“非常感谢”习 主席的关税等表态 将共同取得更大进步,0,0,0,0,0,0,0,0
2018/4/16,0,2247495313_1,环球 | 全球市场中的铜、铅、锌、镍矿走势,2,2,0,0,0,0,0,0
2018/4/16,0,2247495287_5,价格 | 2018.4.11有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),3,3,0,0,0,0,0,0
2018/4/16,0,2247495287_4,简讯 | 2018.4.11有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/16,0,2247495287_3,企业 | 中国有色集团刚果（金）卢阿拉巴40万吨铜精矿粗铜项目正式开工,0,0,0,0,0,0,0,0
2018/4/16,0,2247495287_2,铅市 | 淡季持续 铅价震荡偏弱,2,2,0,0,0,0,0,0
2018/4/16,0,2247495287_1,环保 | 河南大气污染治理工作：铜铝铅锌厂家要在9月底前完成特排改造,3,3,0,0,0,0,0,0
2018/4/16,0,2247495260_5,价格 | 2018.4.10有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),2,2,0,0,0,0,0,0
2018/4/16,0,2247495260_4,简讯 | 2018.4.10有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/16,0,2247495260_3,庭审 | 湖南矿权诉讼，国土资源部再审败诉,1,1,0,0,0,0,0,0
2018/4/16,0,2247495260_2,铜市 | 高库存将限制沪铜回升高度,1,1,0,0,0,0,0,0
2018/4/16,0,2247495260_1,环球 | 美制裁大棒来袭，俄铝暴跌50%！俄股汇双崩，加速全球经济动荡？,0,0,0,0,0,0,0,0
2018/4/17,0,2247495370_5,价格 | 2018.4.17有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),194,201,0,0,0,0,0,0
2018/4/17,0,2247495370_4,简讯 | 2018.4.17有色金属及原材料市场新闻速递,45,45,0,0,0,0,0,0
2018/4/17,0,2247495370_3,环保 | 四川将对钢铁煤炭有色等行业开展安全生产执法检查,47,47,0,0,0,0,1,1
2018/4/17,0,2247495370_2,铜市 | 一季度表现惨淡，二季度静待反弹,48,52,0,0,3,3,0,0
2018/4/17,0,2247495370_1,企业 | 不足2亿入股国企，长袖善舞控盘千亿资产—洛阳钼业背后的故事,509,550,0,0,31,32,7,7
2018/4/17,0,2247495350_5,价格 | 2018.4.16有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),61,64,0,0,0,0,1,1
2018/4/17,0,2247495350_4,简讯 | 2018.4.16有色金属及原材料市场新闻速递,14,14,0,0,0,0,0,0
2018/4/17,0,2247495350_3,环球 | 美国决定对韩国多家钢铁企业征收反倾销关税,10,14,0,0,0,0,0,0
2018/4/17,0,2247495350_2,环球 | 韦丹塔旗下KCM铜钴矿将扩产，国内需求拉动下印度也来非洲抢矿了,15,16,0,0,2,2,1,1
2018/4/17,0,2247495350_1,海关 | 海关彻查“洋垃圾”，高压督查或成常态,52,55,0,0,2,2,0,0
2018/4/17,0,2247495336_3,鉴赏 | 各种被当成陨石的矿物，看看有多少,8,8,0,0,0,0,0,0
2018/4/17,0,2247495336_2,铝市 | 不可抗力大砍铝供应 铝市会否重演钴市风云,2,2,0,0,0,0,0,0
2018/4/17,0,2247495336_1,环球 | 我国又一矿产储量曾雄踞榜首，如今可开采年限已不足20年,54,54,0,0,2,2,0,0
2018/4/17,0,2247495332_3,市场 | 一周有色金属内外盘价格走势及矿产加工费,4,4,0,0,0,0,0,0
2018/4/17,0,2247495332_2,环球 | 商务部：扩大开放举措与贸易摩擦无关,0,0,0,0,0,0,0,0
2018/4/17,0,2247495332_1,回顾 | 刚果金调研随笔：15万美元2年赚2亿的“淘矿”神话还在吗？,10,13,0,0,0,0,0,0
2018/4/17,0,2247495326_5,价格 | 2018.4.13有色金属内外盘期现货价格及一周加工费汇总(铜/铅/锌/金/银等),5,5,0,0,0,0,0,0
2018/4/17,0,2247495326_4,简讯 | 2018.4.13有色金属及原材料市场新闻速递,1,1,0,0,0,0,0,0
2018/4/17,0,2247495326_3,企业 | 株冶集团：30万吨锌冶炼项目力争2018年底建成投产,12,12,0,0,1,1,0,0
2018/4/17,0,2247495326_2,铜市 | 今年将会是铜市爆发的一年？这5个国家正在大力发展铜矿项目！,3,3,0,0,0,0,0,0
2018/4/17,0,2247495326_1,锌市 | 从多角度分析昨日锌价暴跌原因及未来展望,13,13,0,0,0,0,0,0
2018/4/17,0,2247495313_5,价格 | 2018.4.12有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),1,1,0,0,0,0,0,0
2018/4/17,0,2247495313_4,简讯 | 2018.4.12有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/17,0,2247495313_3,铜市 | 中美贸易战恐冲击国内废铜市场,0,0,0,0,0,0,0,0
2018/4/17,0,2247495313_2,环球 | 特朗普：“非常感谢”习 主席的关税等表态 将共同取得更大进步,0,0,0,0,0,0,0,0
2018/4/17,0,2247495313_1,环球 | 全球市场中的铜、铅、锌、镍矿走势,4,4,0,0,0,0,0,0
2018/4/17,0,2247495287_5,价格 | 2018.4.11有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),2,2,0,0,0,0,0,0
2018/4/17,0,2247495287_4,简讯 | 2018.4.11有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/17,0,2247495287_3,企业 | 中国有色集团刚果（金）卢阿拉巴40万吨铜精矿粗铜项目正式开工,0,0,0,0,0,0,0,0
2018/4/17,0,2247495287_2,铅市 | 淡季持续 铅价震荡偏弱,1,1,0,0,0,0,0,0
2018/4/17,0,2247495287_1,环保 | 河南大气污染治理工作：铜铝铅锌厂家要在9月底前完成特排改造,2,2,0,0,0,0,0,0
2018/4/18,0,2247495384_5,价格 | 2018.4.18有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),238,253,0,0,5,5,0,0
2018/4/18,0,2247495384_4,简讯 | 2018.4.18有色金属及原材料市场新闻速递,57,61,0,0,2,2,0,0
2018/4/18,0,2247495384_3,地勘 | 7000多万吨！贵州将成为世界级锰矿资源富集区！,153,158,0,0,8,9,0,0
2018/4/18,0,2247495384_2,环保 | 一图读懂环保机构7次变革,29,31,0,0,1,1,1,1
2018/4/18,0,2247495384_1,铜市 | 我国又一阴极铜在LME成功注册,585,611,0,0,24,29,3,3
2018/4/18,0,2247495370_5,价格 | 2018.4.17有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),41,42,0,0,0,0,0,0
2018/4/18,0,2247495370_4,简讯 | 2018.4.17有色金属及原材料市场新闻速递,9,10,0,0,0,0,0,0
2018/4/18,0,2247495370_3,环保 | 四川将对钢铁煤炭有色等行业开展安全生产执法检查,59,61,0,0,3,3,0,0
2018/4/18,0,2247495370_2,铜市 | 一季度表现惨淡，二季度静待反弹,15,17,0,0,0,0,0,0
2018/4/18,0,2247495370_1,企业 | 不足2亿入股国企，长袖善舞控盘千亿资产—洛阳钼业背后的故事,89,90,0,0,6,7,0,0
2018/4/18,0,2247495350_5,价格 | 2018.4.16有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),6,7,0,0,0,0,0,0
2018/4/18,0,2247495350_4,简讯 | 2018.4.16有色金属及原材料市场新闻速递,1,1,0,0,0,0,0,0
2018/4/18,0,2247495350_3,环球 | 美国决定对韩国多家钢铁企业征收反倾销关税,2,2,0,0,0,0,0,0
2018/4/18,0,2247495350_2,环球 | 韦丹塔旗下KCM铜钴矿将扩产，国内需求拉动下印度也来非洲抢矿了,3,3,0,0,0,0,0,0
2018/4/18,0,2247495350_1,海关 | 海关彻查“洋垃圾”，高压督查或成常态,14,14,0,0,0,0,0,0
2018/4/18,0,2247495336_3,鉴赏 | 各种被当成陨石的矿物，看看有多少,4,4,0,0,0,0,0,0
2018/4/18,0,2247495336_2,铝市 | 不可抗力大砍铝供应 铝市会否重演钴市风云,1,1,0,0,0,0,0,0
2018/4/18,0,2247495336_1,环球 | 我国又一矿产储量曾雄踞榜首，如今可开采年限已不足20年,11,12,0,0,0,0,0,0
2018/4/18,0,2247495332_3,市场 | 一周有色金属内外盘价格走势及矿产加工费,0,0,0,0,0,0,0,0
2018/4/18,0,2247495332_2,环球 | 商务部：扩大开放举措与贸易摩擦无关,1,1,0,0,0,0,0,0
2018/4/18,0,2247495332_1,回顾 | 刚果金调研随笔：15万美元2年赚2亿的“淘矿”神话还在吗？,13,13,0,0,1,2,1,1
2018/4/18,0,2247495326_5,价格 | 2018.4.13有色金属内外盘期现货价格及一周加工费汇总(铜/铅/锌/金/银等),1,1,0,0,0,0,0,0
2018/4/18,0,2247495326_4,简讯 | 2018.4.13有色金属及原材料市场新闻速递,1,1,0,0,0,0,0,0
2018/4/18,0,2247495326_3,企业 | 株冶集团：30万吨锌冶炼项目力争2018年底建成投产,6,7,0,0,0,0,0,0
2018/4/18,0,2247495326_2,铜市 | 今年将会是铜市爆发的一年？这5个国家正在大力发展铜矿项目！,1,1,0,0,0,0,0,0
2018/4/18,0,2247495326_1,锌市 | 从多角度分析昨日锌价暴跌原因及未来展望,8,9,0,0,1,1,0,0
2018/4/18,0,2247495313_5,价格 | 2018.4.12有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),1,1,0,0,0,0,0,0
2018/4/18,0,2247495313_4,简讯 | 2018.4.12有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/18,0,2247495313_3,铜市 | 中美贸易战恐冲击国内废铜市场,0,0,0,0,0,0,0,0
2018/4/18,0,2247495313_2,环球 | 特朗普：“非常感谢”习 主席的关税等表态 将共同取得更大进步,0,0,0,0,0,0,0,0
2018/4/18,0,2247495313_1,环球 | 全球市场中的铜、铅、锌、镍矿走势,0,0,0,0,0,0,0,0
2018/4/19,0,2247495402_5,价格 | 2018.4.19有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),210,225,0,0,1,1,0,0
2018/4/19,0,2247495402_4,简讯 | 2018.4.19有色金属及原材料市场新闻速递,56,59,0,0,0,0,0,0
2018/4/19,0,2247495402_3,企业 | 五矿有色铜铅锌产业基地铅精炼及稀贵综合回收项目正式开工,181,186,0,0,8,10,0,0
2018/4/19,0,2247495402_2,市场 | 美俄争锋持续发酵引工业金属狂欢，金属普涨,153,158,0,0,4,7,1,1
2018/4/19,0,2247495402_1,海关 | 生态环境部：将禁止进口冶炼渣、废五金类等16个品种固体废物,525,554,0,0,27,30,0,0
2018/4/19,0,2247495384_5,价格 | 2018.4.18有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),57,60,0,0,0,0,0,0
2018/4/19,0,2247495384_4,简讯 | 2018.4.18有色金属及原材料市场新闻速递,16,16,0,0,0,0,0,0
2018/4/19,0,2247495384_3,地勘 | 7000多万吨！贵州将成为世界级锰矿资源富集区！,34,38,0,0,2,2,0,0
2018/4/19,0,2247495384_2,环保 | 一图读懂环保机构7次变革,9,11,0,0,1,1,0,0
2018/4/19,0,2247495384_1,铜市 | 我国又一阴极铜在LME成功注册,74,79,0,0,8,9,1,1
2018/4/19,0,2247495370_5,价格 | 2018.4.17有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),4,4,0,0,0,0,0,0
2018/4/19,0,2247495370_4,简讯 | 2018.4.17有色金属及原材料市场新闻速递,2,2,0,0,0,0,0,0
2018/4/19,0,2247495370_3,环保 | 四川将对钢铁煤炭有色等行业开展安全生产执法检查,77,78,0,0,3,4,0,0
2018/4/19,0,2247495370_2,铜市 | 一季度表现惨淡，二季度静待反弹,3,3,0,0,1,1,0,0
2018/4/19,0,2247495370_1,企业 | 不足2亿入股国企，长袖善舞控盘千亿资产—洛阳钼业背后的故事,30,39,0,0,4,4,0,0
2018/4/19,0,2247495350_5,价格 | 2018.4.16有色金属内外盘期现货价格汇总(铜/铅/锌/金/银等),0,0,0,0,0,0,0,0
2018/4/19,0,2247495350_4,简讯 | 2018.4.16有色金属及原材料市场新闻速递,1,1,0,0,0,0,0,0
2018/4/19,0,2247495350_3,环球 | 美国决定对韩国多家钢铁企业征收反倾销关税,1,1,0,0,0,0,0,0
2018/4/19,0,2247495350_2,环球 | 韦丹塔旗下KCM铜钴矿将扩产，国内需求拉动下印度也来非洲抢矿了,3,4,0,0,1,1,0,0
2018/4/19,0,2247495350_1,海关 | 海关彻查“洋垃圾”，高压督查或成常态,15,16,0,0,2,2,0,0
2018/4/19,0,2247495336_3,鉴赏 | 各种被当成陨石的矿物，看看有多少,0,0,0,0,0,0,0,0
2018/4/19,0,2247495336_2,铝市 | 不可抗力大砍铝供应 铝市会否重演钴市风云,0,0,0,0,0,0,0,0
2018/4/19,0,2247495336_1,环球 | 我国又一矿产储量曾雄踞榜首，如今可开采年限已不足20年,12,12,0,0,0,0,0,0
2018/4/19,0,2247495332_3,市场 | 一周有色金属内外盘价格走势及矿产加工费,0,0,0,0,0,0,0,0
2018/4/19,0,2247495332_2,环球 | 商务部：扩大开放举措与贸易摩擦无关,0,0,0,0,0,0,0,0
2018/4/19,0,2247495332_1,回顾 | 刚果金调研随笔：15万美元2年赚2亿的“淘矿”神话还在吗？,4,7,0,0,2,4,0,0
2018/4/19,0,2247495326_5,价格 | 2018.4.13有色金属内外盘期现货价格及一周加工费汇总(铜/铅/锌/金/银等),0,0,0,0,0,0,0,0
2018/4/19,0,2247495326_4,简讯 | 2018.4.13有色金属及原材料市场新闻速递,0,0,0,0,0,0,0,0
2018/4/19,0,2247495326_3,企业 | 株冶集团：30万吨锌冶炼项目力争2018年底建成投产,2,2,0,0,0,0,1,1
2018/4/19,0,2247495326_2,铜市 | 今年将会是铜市爆发的一年？这5个国家正在大力发展铜矿项目！,3,3,0,0,1,1,0,0
